Bénéficiaire;Département;Nature du projet;Coût du projet;Subvention allouée;Part prise en charge;Parlementaire transmetteur;Nature;Département Parlementaire;Groupe politique du parlementaire;Lien vers données parlementaires
LAFAGE-SUR-SOMBRE;19;l'assainissement du bourg;272446,86;8000;0,0293635243;HOLLANDE François;Assemblée nationale;19;SRC;http://2007.nosdeputes.fr/HOLLANDE%20François/xml
LAFAGE-SUR-SOMBRE;19;la réfection du réseau d'eau potable du bourg;46719;9344;0,2000042809;BOURZAI Bernadette;Sénat;19;SOC;http://nossenateurs.fr/BOURZAI%20Bernadette/xml
LAFARE;84;la mise en accessibilité du Bistrot de Pays;39980;7500;0,1875937969;DUFAUT Alain;Sénat;84;UMP;http://nossenateurs.fr/DUFAUT%20Alain/xml
LAFARE;84;la mise en sécurité de la voie communale reliant Lafare à Gigondas;73800;7500;0,1016260163;MILON Alain;Sénat;84;UMP;http://nossenateurs.fr/MILON%20Alain/xml
LAFAUCHE;52;l'aménagement de la voirie au croisement de la rue de Lorraine et de la rue de Lavaux;4657;931;0,1999141078;SIDO Bruno;Sénat;52;UMP;http://nossenateurs.fr/SIDO%20Bruno/xml
LAFITOLE;65;la réfection de la rue Perramon;13860;5000;0,3607503608;GLAVANY Jean;Assemblée nationale;65;SRC;http://2007.nosdeputes.fr/GLAVANY%20Jean/xml
LAFRIMBOLLE;57;l'aménagement d'une aire de jeux aux abords de la salle des fêtes;16090;4500;0,2796768179;MASSERET Jean-Pierre;Sénat;57;SOCV;http://nossenateurs.fr/MASSERET%20Jean-Pierre/xml
LAGARDERE;32;la mise en place d'un assainissement autonome pour les bâtiments HLM du lotissement des Jonquilles;7000;3000;0,4285714286;BIEMOURET Gisèle;Assemblée nationale;32;SRC;http://2007.nosdeputes.fr/BIEMOURET%20Gisèle/xml
LAGEON;79;l'aménagement de terrains communaux en espaces publics;197761,49;20000;0,1011319241;0;Réserve ministérielle;;;
LAGNY;60;l'aménagement d'un espace cinéraire;4880;2440;0,5;GONNOT François-Michel;Assemblée nationale;60;UMP;http://2007.nosdeputes.fr/GONNOT%20François-Michel/xml
LAGNY;60;la restauration de la toiture de l'église au dessus de la nef, côté sud;7506,2;3753;0,4999866777;GONNOT François-Michel;Assemblée nationale;60;UMP;http://2007.nosdeputes.fr/GONNOT%20François-Michel/xml
LAGNY;60;la restauration de la toiture de l'église au dessus du transept;11908,6;5000;0,4198646356;MARINI Philippe;Sénat;60;UMP;http://nossenateurs.fr/MARINI%20Philippe/xml
LAGORCE;33;l'installation d'un pare-ballons au stade de Montigaud;10200;2000;0,1960784314;CESAR Gérard;Sénat;33;UMP;http://nossenateurs.fr/CESAR%20Gérard/xml
LAGRANGE;90;l'isolation des combles et la réfection de la façade du bâtiment communal (2ème phase);38949,19;12000;0,3080936985;0;Réserve ministérielle;;;
LAGRASSE;11;la reprise des affouillements de la passerelle submersible de Saint-Jean;40280;20000;0,4965243297;HERVIAUX Odette;Sénat;56;SOC;http://nossenateurs.fr/HERVIAUX%20Odette/xml
LAGRAVE;81;la construction d'une salle de sport;1540519,45;22000;0,0142808973;CARCENAC Thierry;Assemblée nationale;81;SRC;http://2007.nosdeputes.fr/CARCENAC%20Thierry/xml
LAHOURCADE;64;la réfection des façades du groupe scolaire;16810;6000;0,3569303986;CAZALET Auguste;Sénat;64;UMP;http://nossenateurs.fr/CAZALET%20Auguste/xml
LAHOUSSOYE;80;la réfection de la toiture de l'école communale;8392,35;1500;0,1787342044;GEST Alain;Assemblée nationale;80;UMP;http://2007.nosdeputes.fr/GEST%20Alain/xml
LAHOUSSOYE;80;la restauration du plafond de l'église;26980;4000;0,1482579689;MARTIN Pierre;Sénat;80;UMP;http://nossenateurs.fr/MARTIN%20Pierre/xml
LAIGNEVILLE;60;la réfection de la toiture de l'école primaire de l'Aunois;37879,95;15000;0,3959878511;COURTIAL Edouard;Assemblée nationale;60;UMP;http://2007.nosdeputes.fr/COURTIAL%20Edouard/xml
LAIMONT;55;l'aménagement paysager et urbain de la traverse et du coeur de village;388214,4;20000;0,0515179241;LONGUET Gérard;Sénat;55;UMP;http://nossenateurs.fr/LONGUET%20Gérard/xml
LAIRE;25;l'aménagement de la place du cimetière et la réfection des rues de Verlans, du Grand Bois et des Champs;22659,6;2500;0,1103285142;HUMBERT Jean-François;Sénat;25;UMP;http://nossenateurs.fr/HUMBERT%20Jean-François/xml
LAITRE-SOUS-AMANCE;54;la réhabilitation du bâtiment communal situé 2, rue des Trois Evêchés en local technique (1ère phase);269100;130000;0,4830917874;HENART Laurent;Assemblée nationale;54;UMP;http://2007.nosdeputes.fr/HENART%20Laurent/xml
LAJO;48;l'aménagement de chemins communaux;18300;5000;0,2732240437;MOREL-A-L'HUISSIER Pierr;Assemblée nationale;;;http://2007.nosdeputes.fr/MOREL-A-L'HUISSIER%20Pierr/xml
LALANNE-TRIE;65;"la mise aux normes d'accessibilité du complexe culturel ""Le Lalano"" (2ème phase)";34737,4;7000;0,2015119151;GLAVANY Jean;Assemblée nationale;65;SRC;http://2007.nosdeputes.fr/GLAVANY%20Jean/xml
LALEVADE-D'ARDECHE;7;l'installation d'équipements informatiques et de rideaux occultants à l'école maternelle et aménagement des abords;20323,15;8000;0,3936397655;FLORY Jean-Claude;Assemblée nationale;7;UMP;http://2007.nosdeputes.fr/FLORY%20Jean-Claude/xml
LALOBBE;8;travaux d'aménagement et d'équipement de la salle polyvalente;21373;5000;0,2339400178;POLETTI Bérengère;Assemblée nationale;8;UMP;http://2007.nosdeputes.fr/POLETTI%20Bérengère/xml
LALOEUF;54;le remplacement des conduites et branchements en plomb sur le réseau d'eau potable;123500;5000;0,04048583;PANIS Jacqueline;Sénat;54;UMP;http://nossenateurs.fr/PANIS%20Jacqueline/xml
LAMA;2B;divers travaux d'aménagement et d'embellissement dans les quartiers du village;21870;10000;0,4572473708;GANDOLFI-SCHEIT Sauveur;Assemblée nationale;2B;UMP;http://2007.nosdeputes.fr/GANDOLFI-SCHEIT%20Sauveur/xml
LAMAGDELAINE;46;l'acquisition de terrains et d'une maison située route de Cahors;183700;10000;0,0544365814;ORLIAC Dominique;Assemblée nationale;46;SRC;http://2007.nosdeputes.fr/ORLIAC%20Dominique/xml
LAMANERE;66;l'installation de nouvelles fenêtres à l'appartement du multiple-rural;3520;1760;0,5;IRLES Jacqueline;Assemblée nationale;66;UMP;http://2007.nosdeputes.fr/IRLES%20Jacqueline/xml
LAMARCHE-SUR-SAONE;21;le remplacement du système de chauffage de l'église;14605,59;6572;0,4499647053;REBSAMEN François;Sénat;21;SOC;http://nossenateurs.fr/REBSAMEN%20François/xml
LAMARONDE;80;la réhabilitation de l'église;37344,89;2000;0,0535548505;GEST Alain;Assemblée nationale;80;UMP;http://2007.nosdeputes.fr/GEST%20Alain/xml
LAMAZIERE-HAUTE;19;la réfection du chauffage de l'église;11636;5800;0,4984530767;DUPONT Jean-Pierre;Assemblée nationale;19;UMP;http://2007.nosdeputes.fr/DUPONT%20Jean-Pierre/xml
LAMBACH;57;l'acquisition de matériel et de logiciels informatiques pour la mairie;5212;2600;0,4988488104;MASSERET Jean-Pierre;Sénat;57;SOCV;http://nossenateurs.fr/MASSERET%20Jean-Pierre/xml
LAMBALLE;22;la restructuration et l'extension du groupe scolaire Beaulieu (2ème tranche- halte-garderie);556604,78;25000;0,044915173;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
LAMBESC;13;l'acquisition de matériel de restauration collective;32177,62;13000;0,4040075058;JARRAUD-VERGNOLLE Annie;Sénat;64;SOCV;http://nossenateurs.fr/JARRAUD-VERGNOLLE%20Annie/xml
LAMBLORE;28;la réfection de la peinture intérieure de l'église;9409;4000;0,4251248804;HAMEL Gérard;Assemblée nationale;28;UMP;http://2007.nosdeputes.fr/HAMEL%20Gérard/xml
LAMEAC;65;l'aménagement des bureaux de la mairie et la réfection de la façade;46578,3;2500;0,0536730623;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
LAMETZ;8;l'acquisition d'une imprimante multifonctions;825;412;0,4993939394;LAMENIE Marc;Sénat;8;UMP;http://nossenateurs.fr/LAMENIE%20Marc/xml
LAMETZ;8;le remplacement de fenêtres au logement communal;1774,26;887;0,49992673;LAMENIE Marc;Sénat;8;UMP;http://nossenateurs.fr/LAMENIE%20Marc/xml
LAMILLARIE;81;l'aménagement des chemins de Mailhes et de Saulières et de l'espace propreté de Lamartelié et la mise à jour du logiciel de la mairie;30809,7;15000;0,4868596578;0;Réserve ministérielle;;;
LAMONTGIE;63;la réfection du pont du Taillet;41960;12000;0,285986654;JUILHARD Jean-Marc;Sénat;63;UMP;http://nossenateurs.fr/JUILHARD%20Jean-Marc/xml
LAMONTJOIE;47;la réhabilitation et l'extension de la salle des fêtes (2ème tranche);189242;10000;0,0528423923;DIONIS du SEJOUR Jean;Assemblée nationale;47;NC;http://2007.nosdeputes.fr/DIONIS du SEJOUR Jean/xml
LAMORVILLE;55;la requalification du centre-bourg;76965;6000;0,0779575132;LONGUET Gérard;Sénat;55;UMP;http://nossenateurs.fr/LONGUET%20Gérard/xml
LAMOTHE-CAPDEVILLE;82;la réfection de la toiture et du clocher de l'église;10545,1;2000;0,189661549;BAREGES Brigitte;Assemblée nationale;82;UMP;http://2007.nosdeputes.fr/BAREGES%20Brigitte/xml
LAMOTHE-CASSEL;46;la mise aux normes électriques et la rénovation énergétique de la salle des fêtes;33110,03;4000;0,1208093137;MILHAU Jean;Sénat;46;RDSE;http://nossenateurs.fr/MILHAU%20Jean/xml
LAMOTHE-GOAS;32;l'aménagement de la place du village (1ère tranche);79956;6000;0,0750412727;BIEMOURET Gisèle;Assemblée nationale;32;SRC;http://2007.nosdeputes.fr/BIEMOURET%20Gisèle/xml
LAMOTTE-BEUVRON;41;l'acquisition de tableaux interactifs pour les classes de CE2 et CM2;6166;3083;0,5;MARTIN-LALANDE Patrice;Assemblée nationale;41;UMP;http://2007.nosdeputes.fr/MARTIN-LALANDE%20Patrice/xml
LAMPAUL-PLOUDALMEZEAU;29;l'aménagement de la route de Saint-Pabu (2ème tranche);84602,99;15000;0,1772986983;LAMOUR Marguerite;Assemblée nationale;29;UMP;http://2007.nosdeputes.fr/LAMOUR%20Marguerite/xml
LANANS;25;le renforcement de la voie communale de Servin;163093,75;5000;0,030657214;BONNOT Marcel;Assemblée nationale;25;UMP;http://2007.nosdeputes.fr/BONNOT%20Marcel/xml
LANARCE;7;la restructuration du camping municipal;127078,4;5000;0,0393457897;HERVIAUX Odette;Sénat;56;SOC;http://nossenateurs.fr/HERVIAUX%20Odette/xml
LANARVILY;29;travaux de voirie (programme 2010);41955,5;10000;0,2383477732;0;Réserve ministérielle;;;
LANCOME;41;l'acquisition de mobilier pour la mairie;2377,5;1188;0,4996845426;PERRUCHOT Nicolas;Assemblée nationale;41;NC;http://2007.nosdeputes.fr/PERRUCHOT%20Nicolas/xml
LANCON;8;le renforcement du réseau de protection incendie;5601;2500;0,4463488663;0;Réserve ministérielle;;;
LANCON;65;la mise en place d'une unité de traitement de l'arsenic au niveau de la ressource en eau potable;38665;6000;0,1551791025;CARRERE Jean-Louis;Sénat;40;SOC;http://nossenateurs.fr/CARRERE%20Jean-Louis/xml
LANCON-PROVENCE;13;l'habillage du mur de soutènement, rue de la Tour;73436;36718;0,5;KERT Christian;Assemblée nationale;13;UMP;http://2007.nosdeputes.fr/KERT%20Christian/xml
LANDAUL;56;l'aménagement de la rue de l'Océan dans le cadre de la création d'un ensemble immobilier;450000;10000;0,0222222222;HERVIAUX Odette;Sénat;56;SOC;http://nossenateurs.fr/HERVIAUX%20Odette/xml
LANDAUL;56;la construction d'une garderie, d'un centre de loisirs sans hébergement, d'un restaurant scolaire et d'une médiathèque;1990821,61;25000;0,0125576294;KERGUERIS Joseph-François;Sénat;;;http://nossenateurs.fr/KERGUERIS%20Joseph-François/xml
LANDEAN;35;la construction d'une cantine municipale et d'un préau;505651,09;8600;0,0170077751;de LEGGE Dominique;Sénat;35;UMP;http://nossenateurs.fr/de LEGGE Dominique/xml
LANDEAN;35;l'aménagement du centre-bourg et la mise en sécurité de la traversée d'agglomération;568152,45;30000;0,0528027293;HERVE Edmond;Sénat;35;SOC;http://nossenateurs.fr/HERVE%20Edmond/xml
LANDEDA;29;la réhabilitation de l'ancien presbytère en mairie;929644,6;150000;0,1613519833;0;Réserve ministérielle;;;
LANDEHEN;22;la réhabilitation du Complexe Sportif;300000;30000;0,1;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
LANDERNEAU;29;la construction d'une salle de sports à Kergreis;1287818,85;20000;0,0155301345;MARC François;Sénat;29;SOC;http://nossenateurs.fr/MARC%20François/xml
LANDERROUAT;33;travaux de peinture sur le château d'eau et l'acquisition de mobilier extérieur pour la salle des fêtes;8776;2200;0,2506836828;CESAR Gérard;Sénat;33;UMP;http://nossenateurs.fr/CESAR%20Gérard/xml
LANDERROUAT;33;la mise en place de leds et de lampes basse consommation dans l'église et l'installation d'un éclairage aux abords de la salle des fêtes;9553;4500;0,4710562127;DES ESGAULX Marie-Hélène;Sénat;33;UMP;http://nossenateurs.fr/DES ESGAULX Marie-Hélène/xml
LANDERROUAT;33;l'aménagement d'un chemin d'accès au parking de la salle des fêtes;9946;4900;0,492660366;PEYRONNET Jean-Claude;Sénat;87;SOC;http://nossenateurs.fr/PEYRONNET%20Jean-Claude/xml
LANDEVANT;56;la réfection du sol de la salle des sports;80706,16;20000;0,2478125585;KERGUERIS Joseph-François;Sénat;;;http://nossenateurs.fr/KERGUERIS%20Joseph-François/xml
LANDIVY;53;l'extension et l'aménagement de la salle polyvalente;370902;70000;0,1887290983;ARTHUIS Jean;Sénat;53;UDI;http://nossenateurs.fr/ARTHUIS%20Jean/xml
LANDOGNE;63;"la réfection de la toiture du bâtiment communal ""Tixier""";11006;5503;0,5;MARC François;Sénat;29;SOC;http://nossenateurs.fr/MARC%20François/xml
LANDRECOURT-LEMPIRE;55;la réfection de la façade de la mairie;12958,5;2000;0,1543388509;DUMONT Jean-Louis;Assemblée nationale;55;SRC;http://2007.nosdeputes.fr/DUMONT%20Jean-Louis/xml
LANDREMONT;54;la réfection de la route du Pré Nahon;11515,53;2000;0,173678502;LE DEAUT Jean-Yves;Assemblée nationale;54;SRC;http://2007.nosdeputes.fr/LE DEAUT Jean-Yves/xml
LANDREMONT;54;la réfection du chemin de Saint-Louis (1ère tranche);12692;4000;0,3151591554;NACHBAR Philippe;Sénat;54;UMP;http://nossenateurs.fr/NACHBAR%20Philippe/xml
LANDRES-ET-SAINT-GEORGES;8;l'aménagement d'une nouvelle cuisine dans la salle polyvalente;12947,5;2000;0,1544699749;0;Réserve ministérielle;;;
LANDRES-ET-SAINT-GEORGES;8;la réfection du logement communal;20463,77;4000;0,1954674041;0;Réserve ministérielle;;;
LANDRESSE;25;la mise en accessibilité de la mairie;8857,4;4428;0,49992097;JARRAUD-VERGNOLLE Annie;Sénat;64;SOCV;http://nossenateurs.fr/JARRAUD-VERGNOLLE%20Annie/xml
LANDROFF;57;l'aménagement d'une aire de jeux;21830;4500;0,2061383417;MASSERET Jean-Pierre;Sénat;57;SOCV;http://nossenateurs.fr/MASSERET%20Jean-Pierre/xml
LANESPEDE;65;le remplacement des menuiseries extérieures de l'appartement communal situé au-dessus de l'école;9495;4000;0,4212743549;CARRERE Jean-Louis;Sénat;40;SOC;http://nossenateurs.fr/CARRERE%20Jean-Louis/xml
LANESPEDE;65;la mise en accessibilité de la mairie;3850;1925;0,5;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
LANEUVELOTTE;54;des aménagements de sécurité et l'enfouissement des réseaux en centre bourg;340355,18;4000;0,0117524287;PANIS Jacqueline;Sénat;54;UMP;http://nossenateurs.fr/PANIS%20Jacqueline/xml
LANEUVEVILLE-DEVANT-NANCY;54;la construction d'un pôle enfance;777430;30000;0,0385886832;0;Réserve ministérielle;;;
LANGATTE;57;l'extension du centre de Bien-Etre;3140000;100000;0,0318471338;0;Réserve ministérielle;;;
LANGATTE;57;l'acquisition de matériel informatique pour le service Tourisme;10982;5400;0,4917137133;MARC François;Sénat;29;SOC;http://nossenateurs.fr/MARC%20François/xml
LANGOELAN;56;la rénovation et l'extension du terrain de football;65575;20000;0,3049942814;GOULARD François;Assemblée nationale;56;UMP;http://2007.nosdeputes.fr/GOULARD%20François/xml
LANGOELAN;56;l'aménagement de la place de l'Eglise et la réfection de trottoirs;43120;10000;0,2319109462;LE NAY Jacques;Assemblée nationale;56;UMP;http://2007.nosdeputes.fr/LE NAY Jacques/xml
LANGOLEN;29;l'aménagement d'un giratoire à Park ar Veuzid;35485;15000;0,4227138227;URVOAS Jean-Jacques;Assemblée nationale;29;SRC;http://2007.nosdeputes.fr/URVOAS%20Jean-Jacques/xml
LANGON;41;la réfection de la voirie, rue des Ecoles (programme 2012);49360,5;20000;0,4051822814;MARTIN-LALANDE Patrice;Assemblée nationale;41;UMP;http://2007.nosdeputes.fr/MARTIN-LALANDE%20Patrice/xml
LANGON;35;la construction et l'équipement d'une salle polyvalente;1179362;10000;0,0084791608;de LEGGE Dominique;Sénat;35;UMP;http://nossenateurs.fr/de LEGGE Dominique/xml
LANGOURLA;22;la restauration de l'église (1ère tranche);109973,02;25000;0,2273284848;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
LANGUIMBERG;57;la réfection du clocher de l'église,;29198,5;8000;0,2739866774;MARTY Alain;Assemblée nationale;57;UMP;http://2007.nosdeputes.fr/MARTY%20Alain/xml
LANGUIMBERG;57;la réfection de la zinguerie de la mairie;11181,54;3000;0,2682993577;LEROY Philippe;Sénat;57;UMP;http://nossenateurs.fr/LEROY%20Philippe/xml
LANHOUARNEAU;29;l'aménagement de la rue de Saint-Hervé;264000;15000;0,0568181818;ASSOULINE David;Sénat;75;SOC;http://nossenateurs.fr/ASSOULINE%20David/xml
LANISCAT;22;l'acquisition de matériel de désherbage;15718;7000;0,4453492811;LE TEXIER Raymonde;Sénat;95;SOCV;http://nossenateurs.fr/LE TEXIER Raymonde/xml
LANMERIN;22;l'extension et la rénovation d'une classe;132646;8000;0,0603109027;HERVIAUX Odette;Sénat;56;SOC;http://nossenateurs.fr/HERVIAUX%20Odette/xml
LANMEUR;29;l'aménagement d'une liaison piétonne, rue du Hellès;30000;8000;0,2666666667;ASSOULINE David;Sénat;75;SOC;http://nossenateurs.fr/ASSOULINE%20David/xml
LANNECAUBE;64;la réhabilitation du foyer rural et son extension en vue de l'aménagement de sanitaires et de vestiaires sportifs;275228;8000;0,0290668101;HABIB David;Assemblée nationale;64;SRC;http://2007.nosdeputes.fr/HABIB%20David/xml
LANNILIS;29;l'extension des salles de sports au complexe sportif de Mézéozen;1200000;100000;0,0833333333;0;Réserve ministérielle;;;
LANNUX;32;la réhabilitation de la salle des fêtes;342191;10000;0,0292234454;0;Réserve ministérielle;;;
LANOUAILLE;24;la rénovation de l'immeuble situé 9, place de la Fontaine Bugeaud en bureau de poste;38124;19062;0,5;JARRAUD-VERGNOLLE Annie;Sénat;64;SOCV;http://nossenateurs.fr/JARRAUD-VERGNOLLE%20Annie/xml
LANRIVAIN;22;la réhabilitation de la mairie;81740;5000;0,061169562;OGET Marie-Renée;Assemblée nationale;22;SRC;http://2007.nosdeputes.fr/OGET%20Marie-Renée/xml
LANSAC;65;l'aménagement d'une Maison des associations en annexe de la mairie;98500;4000;0,0406091371;CARRERE Jean-Louis;Sénat;40;SOC;http://nossenateurs.fr/CARRERE%20Jean-Louis/xml
LANSAC;33;la restauration extérieure de l'église Saint-Pierre (1ère tranche);120000;10000;0,0833333333;DES ESGAULX Marie-Hélène;Sénat;33;UMP;http://nossenateurs.fr/DES ESGAULX Marie-Hélène/xml
LANSARGUES;34;l'aménagement d'un city-stade;82785,33;6000;0,0724766091;GRAND Jean-Pierre;Assemblée nationale;34;UMP;http://2007.nosdeputes.fr/GRAND%20Jean-Pierre/xml
LANTAGES;10;la réfection de la voirie communale (programme 2011);5833;2000;0,3428767358;MATHIS Jean-Claude;Assemblée nationale;10;UMP;http://2007.nosdeputes.fr/MATHIS%20Jean-Claude/xml
LANTEFONTAINE;54;travaux de voirie (programme 2011);106481;15000;0,1408702022;0;Réserve ministérielle;;;
LANTENAY;21;travaux de réfection de voirie (programme 2011);27347;5000;0,1828354116;DEPIERRE Bernard;Assemblée nationale;21;UMP;http://2007.nosdeputes.fr/DEPIERRE%20Bernard/xml
LANTENOT;70;le remplacement des fenêtres du foyer rural;11080,19;5000;0,4512557998;RAISON Michel;Assemblée nationale;70;UMP;http://2007.nosdeputes.fr/RAISON%20Michel/xml
LANTHES;21;l'installation d'un coffret extérieur et d'une signalétique pour le défibrillateur cardiaque;1647,6;600;0,3641660597;HOUPERT Alain;Sénat;21;UMP;http://nossenateurs.fr/HOUPERT%20Alain/xml
LANTHES;21;l'acquisition de mobilier urbain;4340,1;2170;0,4999884795;REBSAMEN François;Sénat;21;SOC;http://nossenateurs.fr/REBSAMEN%20François/xml
LANTHEUIL;14;l'extension du réseau d'eaux pluviales et la réfectio, rue des Valettes;30588,25;7000;0,2288460438;DUPONT Jean-Léonce;Sénat;14;UDI;http://nossenateurs.fr/DUPONT%20Jean-Léonce/xml
LANTIGNIE;69;la construction d'un équipement rural d'animation;480000;18000;0,0375;LAMURE Elisabeth;Sénat;69;UMP;http://nossenateurs.fr/LAMURE%20Elisabeth/xml
LANVOLLON;22;la construction de l'école maternelle;1126400;5000;0,0044389205;OGET Marie-Renée;Assemblée nationale;22;SRC;http://2007.nosdeputes.fr/OGET%20Marie-Renée/xml
LAONS;28;la construction d'un bâtiment technique;338700;15000;0,0442869796;HAMEL Gérard;Assemblée nationale;28;UMP;http://2007.nosdeputes.fr/HAMEL%20Gérard/xml
LAPALISSE;3;l'amélioration énergétique du bâtiment regroupant la mairie et le siège de la communauté de communes;110023,95;15000;0,1363339527;0;Réserve ministérielle;;;
LAPALUD;84;la réfection de la clôture du stade et l'aménagement des abords du gymnase;34876,8;17438;0,4999885311;HAUT Claude;Sénat;84;SOC;http://nossenateurs.fr/HAUT%20Claude/xml
LAPENCHE;82;la réfection de la voirie (programme 2012);21106,2;8000;0,3790355441;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
LAPERRIERE-SUR-SAONE;21;l'édification d'un columbarium;5769,23;2884;0,4998934;REBSAMEN François;Sénat;21;SOC;http://nossenateurs.fr/REBSAMEN%20François/xml
LAPEYROUSE;63;la restauration des charpentes et des toitures de la nef et des bas côtés de l'église;180627,81;25000;0,1384061513;MICHEL Jean;Assemblée nationale;63;SRC;http://2007.nosdeputes.fr/MICHEL%20Jean/xml
LAPEYROUSE;63;la réfection du bâtiment de l'école et des tours de la cure;22665,43;10000;0,441200542;MICHEL Jean;Assemblée nationale;63;SRC;http://2007.nosdeputes.fr/MICHEL%20Jean/xml
LAPEYROUSE;63;la restauration de l'église (3ème tranche);177871;40000;0,2248820775;MICHEL Jean;Assemblée nationale;63;SRC;http://2007.nosdeputes.fr/MICHEL%20Jean/xml
LAPEYROUSE-MORNAY;26;la réhabilitation et l'extension du groupe scolaire et la construction d'un restaurant scolaire;1260977,61;15000;0,0118955324;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
LAPEYRUGUE;15;la réfection de la voirie, route de Lasparos;136010;10000;0,0735240056;DESCOEUR Vincent;Assemblée nationale;15;UMP;http://2007.nosdeputes.fr/DESCOEUR%20Vincent/xml
LAPRADE;16;la restructuration et la mise aux normes de la salle polyvalente;136508;10000;0,0732557799;PEYRONNET Jean-Claude;Sénat;87;SOC;http://nossenateurs.fr/PEYRONNET%20Jean-Claude/xml
LAPTE;43;l'extension de l'école du Petit Suc et la réfection de la cour;190430,39;30000;0,1575378804;0;Réserve ministérielle;;;
LAQUENEXY;57;l'acquisition de mobilier pour le centre d'accueil périscolaire;8533,08;2133;0,2499683584;TODESCHINI Jean-Marc;Sénat;57;SOC;http://nossenateurs.fr/TODESCHINI%20Jean-Marc/xml
LAQUEUILLE;63;l'aménagement du cimetière;122990;30000;0,2439222701;GISCARD d'ESTAING Louis;Assemblée nationale;63;UMP;http://2007.nosdeputes.fr/GISCARD d'ESTAING Louis/xml
LARAGNE-MONTEGLIN;5;travaux de confortement de l'église Saint-Martin;248498,61;6000;0,0241450043;BERNARD-REYMOND Pierre;Sénat;5;NI;http://nossenateurs.fr/BERNARD-REYMOND%20Pierre/xml
LARCHAMP;53;la construction d'un espace intergénérationnel;755805;20000;0,0264618519;FAVENNEC Yannick;Assemblée nationale;53;UMP;http://2007.nosdeputes.fr/FAVENNEC%20Yannick/xml
LARGEASSE;79;l'aménagement et la sécurisation de la place de la salle des fêtes;255973,57;7000;0,0273465733;BECOT Michel;Sénat;79;UMP;http://nossenateurs.fr/BECOT%20Michel/xml
LARGENTIERE;7;la restauration de la toiture du château (3ème tranche);161087,44;60000;0,3724685177;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
LARGENTIERE;7;la réfection de la voirie endommagée par les intempéries du 7 septembre 2010;469917,31;40000;0,0851213589;FLORY Jean-Claude;Assemblée nationale;7;UMP;http://2007.nosdeputes.fr/FLORY%20Jean-Claude/xml
LARGENTIERE;7;la restauration de la toiture du château (2ème tranche);184789,14;60000;0,3246944057;0;Réserve ministérielle;;;
L'ARGENTIERE-LA-BESSEE;5;la mise en lumière de la statue d'Edward Whymper;14840;3420;0,230458221;GIRAUD Joël;Assemblée nationale;5;SRC;http://2007.nosdeputes.fr/GIRAUD%20Joël/xml
L'ARGENTIERE-LA-BESSEE;5;l'aménagement et la sécurisation de la rue des Ecoles;621000;7500;0,0120772947;GIRAUD Joël;Assemblée nationale;5;SRC;http://2007.nosdeputes.fr/GIRAUD%20Joël/xml
LARMOR-BADEN;56;l'équipement d'un espace audio-vidéo-multimédia à la salle culturelle;49278,9;15000;0,3043899113;GOULARD François;Assemblée nationale;56;UMP;http://2007.nosdeputes.fr/GOULARD%20François/xml
LARNAGE;26;la réhabilitation de la mairie;330000;5000;0,0151515152;BOULAUD Didier;Sénat;58;SOC;http://nossenateurs.fr/BOULAUD%20Didier/xml
LARNOD;25;l'aménagement urbain et paysager du Centre-Bourg et de la RD 308 (tranche ferme-secteurs 1 à 4);659585;12000;0,0181932579;BRANGET Françoise;Assemblée nationale;25;UMP;http://2007.nosdeputes.fr/BRANGET%20Françoise/xml
LARODDE;63;la mise en place d'un chauffage au sol à l'église et la rénovation de l'installation électrique;37758,4;5000;0,1324208653;JUILHARD Jean-Marc;Sénat;63;UMP;http://nossenateurs.fr/JUILHARD%20Jean-Marc/xml
LAROQUE;34;les travaux d'extension de la station d'épuration;865400;30000;0,0346660504;LECOU Robert;Assemblée nationale;34;UMP;http://2007.nosdeputes.fr/LECOU%20Robert/xml
LARREULE;65;le remplacement des menuiseries du logement de fonction dans le bâtiment mairie-école;2517,12;1000;0,3972794305;GLAVANY Jean;Assemblée nationale;65;SRC;http://2007.nosdeputes.fr/GLAVANY%20Jean/xml
LARRINGES;74;l'extension des ateliers municipaux;118143,69;10000;0,0846426923;CARLE Jean-Claude;Sénat;74;UMP;http://nossenateurs.fr/CARLE%20Jean-Claude/xml
LARROQUE;31;l'aménagement d'une mairie dans l'ancienne boulangerie;362559,24;20000;0,055163399;PLANCADE Jean-Pierre;Sénat;31;RDSE;http://nossenateurs.fr/PLANCADE%20Jean-Pierre/xml
