Geo Point;Geo Shape;crossing;@id;highway
50.5430294, 2.9673733;"{""type"": ""Point"", ""coordinates"": [2.9673733, 50.5430294]}";;node/2884181407;crossing
50.6153378, 3.0887988;"{""type"": ""Point"", ""coordinates"": [3.0887988, 50.6153378]}";;node/2884195381;crossing
50.5818306, 3.0451867;"{""type"": ""Point"", ""coordinates"": [3.0451867, 50.5818306]}";zebra;node/2885042365;crossing
50.5982466, 3.0767674;"{""type"": ""Point"", ""coordinates"": [3.0767674, 50.5982466]}";;node/2892283107;crossing
50.634484, 3.1019458;"{""type"": ""Point"", ""coordinates"": [3.1019458, 50.634484]}";;node/2895195292;crossing
50.6345023, 3.1010577;"{""type"": ""Point"", ""coordinates"": [3.1010577, 50.6345023]}";;node/2895195293;crossing
50.5970631, 3.094745;"{""type"": ""Point"", ""coordinates"": [3.094745, 50.5970631]}";;node/2895204186;crossing
50.638271, 3.1083933;"{""type"": ""Point"", ""coordinates"": [3.1083933, 50.638271]}";;node/2896124341;crossing
50.6404319, 3.1149618;"{""type"": ""Point"", ""coordinates"": [3.1149618, 50.6404319]}";;node/2896124359;crossing
50.6627455, 3.0452134;"{""type"": ""Point"", ""coordinates"": [3.0452134, 50.6627455]}";;node/2899246592;crossing
50.6630502, 3.0463461;"{""type"": ""Point"", ""coordinates"": [3.0463461, 50.6630502]}";;node/2899246593;crossing
50.6631519, 3.0462417;"{""type"": ""Point"", ""coordinates"": [3.0462417, 50.6631519]}";;node/2899246596;crossing
50.6636124, 3.0458559;"{""type"": ""Point"", ""coordinates"": [3.0458559, 50.6636124]}";;node/2899246597;crossing
50.6644049, 3.045422;"{""type"": ""Point"", ""coordinates"": [3.045422, 50.6644049]}";;node/2899246600;crossing
50.6083185, 3.0655394;"{""type"": ""Point"", ""coordinates"": [3.0655394, 50.6083185]}";;node/2922370663;crossing
50.6084197, 3.0656484;"{""type"": ""Point"", ""coordinates"": [3.0656484, 50.6084197]}";;node/2922370665;crossing
50.6093799, 3.0653669;"{""type"": ""Point"", ""coordinates"": [3.0653669, 50.6093799]}";;node/2922370679;crossing
50.6299948, 3.0239163;"{""type"": ""Point"", ""coordinates"": [3.0239163, 50.6299948]}";;node/2947895862;crossing
50.633324, 3.0190584;"{""type"": ""Point"", ""coordinates"": [3.0190584, 50.633324]}";;node/2947895871;crossing
50.6312552, 3.0218968;"{""type"": ""Point"", ""coordinates"": [3.0218968, 50.6312552]}";zebra;node/2947909859;crossing
50.6314141, 3.0222059;"{""type"": ""Point"", ""coordinates"": [3.0222059, 50.6314141]}";zebra;node/2947909861;crossing
50.7065672, 2.8852263;"{""type"": ""Point"", ""coordinates"": [2.8852263, 50.7065672]}";;node/2952034023;crossing
50.7915679, 3.0022014;"{""type"": ""Point"", ""coordinates"": [3.0022014, 50.7915679]}";;node/2952034898;crossing
50.6228684, 3.0684819;"{""type"": ""Point"", ""coordinates"": [3.0684819, 50.6228684]}";;node/2964149443;crossing
50.6344092, 3.0044227;"{""type"": ""Point"", ""coordinates"": [3.0044227, 50.6344092]}";;node/2967336451;crossing
50.6403604, 2.9954594;"{""type"": ""Point"", ""coordinates"": [2.9954594, 50.6403604]}";;node/2968739927;crossing
50.6422488, 2.9966389;"{""type"": ""Point"", ""coordinates"": [2.9966389, 50.6422488]}";;node/2968739948;crossing
50.6450614, 3.0008823;"{""type"": ""Point"", ""coordinates"": [3.0008823, 50.6450614]}";;node/2968740233;crossing
50.6451919, 3.0015819;"{""type"": ""Point"", ""coordinates"": [3.0015819, 50.6451919]}";;node/2968740243;crossing
50.6190824, 3.1211641;"{""type"": ""Point"", ""coordinates"": [3.1211641, 50.6190824]}";;node/3009186520;crossing
50.6215231, 3.1211964;"{""type"": ""Point"", ""coordinates"": [3.1211964, 50.6215231]}";uncontrolled;node/3009186530;crossing
50.622294, 3.1212759;"{""type"": ""Point"", ""coordinates"": [3.1212759, 50.622294]}";;node/3009186531;crossing
50.6264308, 3.1342658;"{""type"": ""Point"", ""coordinates"": [3.1342658, 50.6264308]}";;node/3009186943;crossing
50.6267684, 3.130489;"{""type"": ""Point"", ""coordinates"": [3.130489, 50.6267684]}";;node/3009186972;crossing
50.627992, 3.1329445;"{""type"": ""Point"", ""coordinates"": [3.1329445, 50.627992]}";;node/3009187037;crossing
50.628168, 3.1310315;"{""type"": ""Point"", ""coordinates"": [3.1310315, 50.628168]}";;node/3009187046;crossing
50.6286246, 3.1377496;"{""type"": ""Point"", ""coordinates"": [3.1377496, 50.6286246]}";;node/3009187054;crossing
50.5634289, 3.237154;"{""type"": ""Point"", ""coordinates"": [3.237154, 50.5634289]}";;node/3024207032;crossing
50.5578562, 3.1432865;"{""type"": ""Point"", ""coordinates"": [3.1432865, 50.5578562]}";uncontrolled;node/3025498179;crossing
50.5592883, 3.1485663;"{""type"": ""Point"", ""coordinates"": [3.1485663, 50.5592883]}";uncontrolled;node/3025498187;crossing
50.5596606, 3.1495303;"{""type"": ""Point"", ""coordinates"": [3.1495303, 50.5596606]}";uncontrolled;node/3025498192;crossing
50.5605641, 3.1341754;"{""type"": ""Point"", ""coordinates"": [3.1341754, 50.5605641]}";uncontrolled;node/3025498196;crossing
50.6553254, 3.0612736;"{""type"": ""Point"", ""coordinates"": [3.0612736, 50.6553254]}";;node/3072926928;crossing
50.6274118, 3.0697638;"{""type"": ""Point"", ""coordinates"": [3.0697638, 50.6274118]}";;node/3073011326;crossing
50.6432453, 3.0732676;"{""type"": ""Point"", ""coordinates"": [3.0732676, 50.6432453]}";;node/3075917552;crossing
50.6395616, 3.0680838;"{""type"": ""Point"", ""coordinates"": [3.0680838, 50.6395616]}";;node/3075917569;crossing
50.6411525, 3.070771;"{""type"": ""Point"", ""coordinates"": [3.070771, 50.6411525]}";;node/3075917603;crossing
50.6396242, 3.0680459;"{""type"": ""Point"", ""coordinates"": [3.0680459, 50.6396242]}";;node/3075917605;crossing
50.635477, 3.07873;"{""type"": ""Point"", ""coordinates"": [3.07873, 50.635477]}";zebra;node/3076429320;crossing
50.6331827, 3.0820294;"{""type"": ""Point"", ""coordinates"": [3.0820294, 50.6331827]}";;node/3076429881;crossing
50.6316327, 3.0813803;"{""type"": ""Point"", ""coordinates"": [3.0813803, 50.6316327]}";zebra;node/3076429909;crossing
50.6332404, 3.0815536;"{""type"": ""Point"", ""coordinates"": [3.0815536, 50.6332404]}";;node/3076429931;crossing
50.6359652, 3.0762631;"{""type"": ""Point"", ""coordinates"": [3.0762631, 50.6359652]}";zebra;node/3077077590;crossing
50.6375707, 3.0776374;"{""type"": ""Point"", ""coordinates"": [3.0776374, 50.6375707]}";zebra;node/3077077606;crossing
50.6050878, 3.2071163;"{""type"": ""Point"", ""coordinates"": [3.2071163, 50.6050878]}";;node/3098766886;crossing
50.520417, 2.9537053;"{""type"": ""Point"", ""coordinates"": [2.9537053, 50.520417]}";;node/3110170458;crossing
50.521047, 2.9529088;"{""type"": ""Point"", ""coordinates"": [2.9529088, 50.521047]}";;node/3110170462;crossing
50.6280736, 3.0659997;"{""type"": ""Point"", ""coordinates"": [3.0659997, 50.6280736]}";;node/3121807891;crossing
50.6331725, 2.9895418;"{""type"": ""Point"", ""coordinates"": [2.9895418, 50.6331725]}";zebra;node/3122083685;crossing
50.6277713, 3.0647747;"{""type"": ""Point"", ""coordinates"": [3.0647747, 50.6277713]}";zebra;node/3122897366;crossing
50.6278052, 3.0664965;"{""type"": ""Point"", ""coordinates"": [3.0664965, 50.6278052]}";zebra;node/3122897367;crossing
50.7054296, 3.2154395;"{""type"": ""Point"", ""coordinates"": [3.2154395, 50.7054296]}";uncontrolled;node/3131083030;crossing
50.7083243, 3.2166747;"{""type"": ""Point"", ""coordinates"": [3.2166747, 50.7083243]}";uncontrolled;node/3131083057;crossing
50.7097594, 3.2175813;"{""type"": ""Point"", ""coordinates"": [3.2175813, 50.7097594]}";uncontrolled;node/3131083132;crossing
50.6289942, 3.0156169;"{""type"": ""Point"", ""coordinates"": [3.0156169, 50.6289942]}";zebra;node/3138443380;crossing
50.6392639, 3.0260272;"{""type"": ""Point"", ""coordinates"": [3.0260272, 50.6392639]}";zebra;node/3138484491;crossing
50.6410623, 3.0260898;"{""type"": ""Point"", ""coordinates"": [3.0260898, 50.6410623]}";zebra;node/3138484498;crossing
50.6407312, 3.0273914;"{""type"": ""Point"", ""coordinates"": [3.0273914, 50.6407312]}";zebra;node/3138484502;crossing
50.640206, 3.0278809;"{""type"": ""Point"", ""coordinates"": [3.0278809, 50.640206]}";zebra;node/3138484507;crossing
50.6379413, 3.0233003;"{""type"": ""Point"", ""coordinates"": [3.0233003, 50.6379413]}";zebra;node/3138484525;crossing
50.637902, 3.0235249;"{""type"": ""Point"", ""coordinates"": [3.0235249, 50.637902]}";zebra;node/3138484526;crossing
50.635874, 3.0275605;"{""type"": ""Point"", ""coordinates"": [3.0275605, 50.635874]}";zebra;node/3138484632;crossing
50.6362956, 3.0283604;"{""type"": ""Point"", ""coordinates"": [3.0283604, 50.6362956]}";zebra;node/3138484633;crossing
50.6362169, 3.0287507;"{""type"": ""Point"", ""coordinates"": [3.0287507, 50.6362169]}";zebra;node/3138484634;crossing
50.6566652, 3.0481617;"{""type"": ""Point"", ""coordinates"": [3.0481617, 50.6566652]}";;node/240894421;crossing
50.7105049, 2.908534;"{""type"": ""Point"", ""coordinates"": [2.908534, 50.7105049]}";;node/250883276;crossing
50.7081787, 2.8824982;"{""type"": ""Point"", ""coordinates"": [2.8824982, 50.7081787]}";;node/250883292;crossing
50.7066447, 2.8874186;"{""type"": ""Point"", ""coordinates"": [2.8874186, 50.7066447]}";;node/250883295;crossing
50.621739, 3.0315184;"{""type"": ""Point"", ""coordinates"": [3.0315184, 50.621739]}";zebra;node/251059560;crossing
50.6282373, 3.1335132;"{""type"": ""Point"", ""coordinates"": [3.1335132, 50.6282373]}";;node/252159465;crossing
50.5875988, 3.1088505;"{""type"": ""Point"", ""coordinates"": [3.1088505, 50.5875988]}";;node/252407228;crossing
50.6157679, 3.1113543;"{""type"": ""Point"", ""coordinates"": [3.1113543, 50.6157679]}";;node/254492366;crossing
50.682299, 3.0506619;"{""type"": ""Point"", ""coordinates"": [3.0506619, 50.682299]}";;node/283597803;crossing
50.6822033, 3.0464475;"{""type"": ""Point"", ""coordinates"": [3.0464475, 50.6822033]}";uncontrolled;node/283597866;crossing
50.6155275, 2.8842875;"{""type"": ""Point"", ""coordinates"": [2.8842875, 50.6155275]}";;node/293901925;crossing
50.632978, 2.990348;"{""type"": ""Point"", ""coordinates"": [2.990348, 50.632978]}";zebra;node/294116703;crossing
50.6356721, 3.1553247;"{""type"": ""Point"", ""coordinates"": [3.1553247, 50.6356721]}";;node/297974447;crossing
50.7929115, 3.1230516;"{""type"": ""Point"", ""coordinates"": [3.1230516, 50.7929115]}";;node/310344055;crossing
50.6320489, 3.0234805;"{""type"": ""Point"", ""coordinates"": [3.0234805, 50.6320489]}";zebra;node/342981930;crossing
50.6309545, 3.0213492;"{""type"": ""Point"", ""coordinates"": [3.0213492, 50.6309545]}";zebra;node/342981934;crossing
50.7687801, 3.0525552;"{""type"": ""Point"", ""coordinates"": [3.0525552, 50.7687801]}";;node/365567381;crossing
50.7688892, 3.0521953;"{""type"": ""Point"", ""coordinates"": [3.0521953, 50.7688892]}";;node/366095210;crossing
50.6380938, 3.1252155;"{""type"": ""Point"", ""coordinates"": [3.1252155, 50.6380938]}";;node/366725582;crossing
50.6364132, 3.1280776;"{""type"": ""Point"", ""coordinates"": [3.1280776, 50.6364132]}";;node/366823204;crossing
50.6251465, 3.1421086;"{""type"": ""Point"", ""coordinates"": [3.1421086, 50.6251465]}";;node/367084611;crossing
50.6439223, 2.960604;"{""type"": ""Point"", ""coordinates"": [2.960604, 50.6439223]}";;node/384002730;crossing
50.6178433, 2.906873;"{""type"": ""Point"", ""coordinates"": [2.906873, 50.6178433]}";;node/384368896;crossing
50.5644167, 3.23036;"{""type"": ""Point"", ""coordinates"": [3.23036, 50.5644167]}";;node/392286604;crossing
50.6362396, 3.0453679;"{""type"": ""Point"", ""coordinates"": [3.0453679, 50.6362396]}";;node/408501653;crossing
50.6001487, 3.150155;"{""type"": ""Point"", ""coordinates"": [3.150155, 50.6001487]}";;node/416644067;crossing
50.6002907, 3.1500356;"{""type"": ""Point"", ""coordinates"": [3.1500356, 50.6002907]}";;node/416644072;crossing
50.6007492, 3.1502197;"{""type"": ""Point"", ""coordinates"": [3.1502197, 50.6007492]}";;node/416644175;crossing
50.5669888, 3.1674726;"{""type"": ""Point"", ""coordinates"": [3.1674726, 50.5669888]}";uncontrolled;node/419606997;crossing
50.56638, 3.1675301;"{""type"": ""Point"", ""coordinates"": [3.1675301, 50.56638]}";uncontrolled;node/419607016;crossing
50.560235, 3.1514493;"{""type"": ""Point"", ""coordinates"": [3.1514493, 50.560235]}";uncontrolled;node/427865837;crossing
50.6401424, 3.1528472;"{""type"": ""Point"", ""coordinates"": [3.1528472, 50.6401424]}";;node/429344470;crossing
50.6327706, 3.1914986;"{""type"": ""Point"", ""coordinates"": [3.1914986, 50.6327706]}";uncontrolled;node/440925109;crossing
50.6245525, 3.1285063;"{""type"": ""Point"", ""coordinates"": [3.1285063, 50.6245525]}";;node/453266823;crossing
50.6161756, 3.1397591;"{""type"": ""Point"", ""coordinates"": [3.1397591, 50.6161756]}";;node/454513393;crossing
50.6313235, 3.1273788;"{""type"": ""Point"", ""coordinates"": [3.1273788, 50.6313235]}";;node/454634507;crossing
50.6319303, 3.124573;"{""type"": ""Point"", ""coordinates"": [3.124573, 50.6319303]}";;node/454634550;crossing
50.6328405, 3.0255582;"{""type"": ""Point"", ""coordinates"": [3.0255582, 50.6328405]}";;node/472013743;crossing
50.6289882, 3.0157815;"{""type"": ""Point"", ""coordinates"": [3.0157815, 50.6289882]}";zebra;node/473829047;crossing
50.6278725, 3.0093386;"{""type"": ""Point"", ""coordinates"": [3.0093386, 50.6278725]}";;node/474786360;crossing
50.6420982, 3.1198305;"{""type"": ""Point"", ""coordinates"": [3.1198305, 50.6420982]}";;node/494186654;crossing
50.6179386, 3.0364265;"{""type"": ""Point"", ""coordinates"": [3.0364265, 50.6179386]}";zebra;node/495945293;crossing
50.6338205, 3.041527;"{""type"": ""Point"", ""coordinates"": [3.041527, 50.6338205]}";;node/506803273;crossing
50.6189209, 3.1328598;"{""type"": ""Point"", ""coordinates"": [3.1328598, 50.6189209]}";zebra;node/508328561;crossing
50.6400888, 3.1546761;"{""type"": ""Point"", ""coordinates"": [3.1546761, 50.6400888]}";;node/511234335;crossing
50.62322, 3.0534806;"{""type"": ""Point"", ""coordinates"": [3.0534806, 50.62322]}";zebra;node/530710710;crossing
50.6074597, 3.0658102;"{""type"": ""Point"", ""coordinates"": [3.0658102, 50.6074597]}";;node/533976685;crossing
50.585142, 3.0767034;"{""type"": ""Point"", ""coordinates"": [3.0767034, 50.585142]}";;node/534009966;crossing
50.6059589, 3.0582218;"{""type"": ""Point"", ""coordinates"": [3.0582218, 50.6059589]}";;node/534354574;crossing
50.6131644, 3.062451;"{""type"": ""Point"", ""coordinates"": [3.062451, 50.6131644]}";zebra;node/534354612;crossing
50.6082855, 3.0693711;"{""type"": ""Point"", ""coordinates"": [3.0693711, 50.6082855]}";;node/534354633;crossing
50.740828, 3.2278987;"{""type"": ""Point"", ""coordinates"": [3.2278987, 50.740828]}";;node/539513048;crossing
50.6219904, 2.9051786;"{""type"": ""Point"", ""coordinates"": [2.9051786, 50.6219904]}";;node/576985238;crossing
50.7880252, 3.1271642;"{""type"": ""Point"", ""coordinates"": [3.1271642, 50.7880252]}";zebra;node/582543846;crossing
50.5903202, 2.926941;"{""type"": ""Point"", ""coordinates"": [2.926941, 50.5903202]}";;node/599710132;crossing
50.5906645, 2.9277575;"{""type"": ""Point"", ""coordinates"": [2.9277575, 50.5906645]}";;node/599710152;crossing
50.7331637, 3.166106;"{""type"": ""Point"", ""coordinates"": [3.166106, 50.7331637]}";;node/641167771;crossing
50.7056942, 3.2230086;"{""type"": ""Point"", ""coordinates"": [3.2230086, 50.7056942]}";;node/653146152;crossing
50.7227277, 3.1507569;"{""type"": ""Point"", ""coordinates"": [3.1507569, 50.7227277]}";traffic_signals;node/660645870;crossing
50.7623949, 3.0089736;"{""type"": ""Point"", ""coordinates"": [3.0089736, 50.7623949]}";zebra;node/663423738;crossing
50.7711193, 3.0840148;"{""type"": ""Point"", ""coordinates"": [3.0840148, 50.7711193]}";zebra;node/663436228;crossing
50.7408003, 3.1932302;"{""type"": ""Point"", ""coordinates"": [3.1932302, 50.7408003]}";;node/663969407;crossing
50.7651774, 3.0074738;"{""type"": ""Point"", ""coordinates"": [3.0074738, 50.7651774]}";zebra;node/664074326;crossing
50.7620398, 3.0118638;"{""type"": ""Point"", ""coordinates"": [3.0118638, 50.7620398]}";zebra;node/665107473;crossing
50.6099594, 2.9873404;"{""type"": ""Point"", ""coordinates"": [2.9873404, 50.6099594]}";;node/667129920;crossing
50.7378652, 3.1689407;"{""type"": ""Point"", ""coordinates"": [3.1689407, 50.7378652]}";;node/672111421;crossing
50.6649804, 3.1019992;"{""type"": ""Point"", ""coordinates"": [3.1019992, 50.6649804]}";traffic_signals;node/675421811;crossing
50.6773597, 3.0876503;"{""type"": ""Point"", ""coordinates"": [3.0876503, 50.6773597]}";zebra;node/675448029;crossing
50.7403682, 3.2570558;"{""type"": ""Point"", ""coordinates"": [3.2570558, 50.7403682]}";;node/681290987;crossing
50.5483123, 2.9196257;"{""type"": ""Point"", ""coordinates"": [2.9196257, 50.5483123]}";;node/685959314;crossing
50.7161517, 3.1602587;"{""type"": ""Point"", ""coordinates"": [3.1602587, 50.7161517]}";;node/692851330;crossing
50.677855, 3.1402191;"{""type"": ""Point"", ""coordinates"": [3.1402191, 50.677855]}";zebra;node/703445322;crossing
50.6100782, 2.9875911;"{""type"": ""Point"", ""coordinates"": [2.9875911, 50.6100782]}";;node/710521169;crossing
50.6099141, 2.9873754;"{""type"": ""Point"", ""coordinates"": [2.9873754, 50.6099141]}";;node/710522154;crossing
50.7016479, 3.0772121;"{""type"": ""Point"", ""coordinates"": [3.0772121, 50.7016479]}";zebra;node/711891589;crossing
50.5760742, 3.0178478;"{""type"": ""Point"", ""coordinates"": [3.0178478, 50.5760742]}";;node/715573564;crossing
50.7011461, 3.0901579;"{""type"": ""Point"", ""coordinates"": [3.0901579, 50.7011461]}";zebra;node/721035014;crossing
50.6115524, 2.9873849;"{""type"": ""Point"", ""coordinates"": [2.9873849, 50.6115524]}";;node/725031334;crossing
50.6128771, 2.9724057;"{""type"": ""Point"", ""coordinates"": [2.9724057, 50.6128771]}";;node/725572111;crossing
50.7716837, 3.0783807;"{""type"": ""Point"", ""coordinates"": [3.0783807, 50.7716837]}";zebra;node/729630113;crossing
50.7714038, 3.0783421;"{""type"": ""Point"", ""coordinates"": [3.0783421, 50.7714038]}";zebra;node/729630153;crossing
50.7717755, 3.0802181;"{""type"": ""Point"", ""coordinates"": [3.0802181, 50.7717755]}";zebra;node/729637254;crossing
50.7844742, 3.1403123;"{""type"": ""Point"", ""coordinates"": [3.1403123, 50.7844742]}";;node/734473645;crossing
50.7826953, 3.1251164;"{""type"": ""Point"", ""coordinates"": [3.1251164, 50.7826953]}";;node/746787807;crossing
50.7841817, 3.1118416;"{""type"": ""Point"", ""coordinates"": [3.1118416, 50.7841817]}";zebra;node/749149614;crossing
50.5810451, 3.0831217;"{""type"": ""Point"", ""coordinates"": [3.0831217, 50.5810451]}";;node/757436028;crossing
